# x1 x2 y

1024 5000 44.7871663381
1024 4750 43.5092313575
1024 4500 41.4936096505
1024 4250 40.5287463711
1024 4000 37.9333890208
1024 3750 37.4450321418
1024 3500 35.4779893744
1024 3250 34.4365566716
1024 3000 32.4236391369
1024 2750 31.1775172535
1024 2500 28.6130362141
1024 2250 26.8261299624
1024 2000 23.8083777113
1024 1750 21.1616516113
1024 1500 18.8370921777
1024 1250 15.7378984233
1024 1000 18.9151912541
1024 750 9.06638728762
1024 500 7.9833984375
1024 250 2.31370192308
1024 200 0.777994791667
1024 150 0.274188701923
1024 125 0.177633351293
1024 100 0.0992313508065
1024 75 0.0434027777778
1024 50 0.0244140625
1024 25 0.0244140625

896 5000 48.1958563768
896 4750 46.7549163716
896 4500 44.6933196691
896 4250 43.7024452169
896 4000 41.2595679596
896 3750 40.7713097353
896 3500 38.70413678
896 3250 37.6083977714
896 3000 35.6680862404
896 2750 34.3131825098
896 2500 31.4910548327
896 2250 29.6038755846
896 2000 26.6567216753
896 1750 23.5491843262
896 1500 20.9998082822
896 1250 17.6028054428
896 1000 14.6978969568
896 750 10.1642219388
896 500 6.58947172619
896 250 2.64423076923
896 200 4.44568452381
896 150 2.71577380952
896 125 1.56994047619
896 100 1.00446428571
896 75 0.669642857143
896 50 0.223214285714
896 25 0.0558035714286

768 5000 52.1910948559
768 4750 50.7688466037
768 4500 48.628055373
768 4250 47.7149011363
768 4000 45.0709098883
768 3750 44.7272744532
768 3500 42.4948001501
768 3250 41.4799099256
768 3000 39.3920463335
768 2750 38.0088969547
768 2500 35.1331059663
768 2250 32.9667103441
768 2000 29.8171587527
768 1750 26.952153296
768 1500 23.7706163194
768 1250 20.0036494377
768 1000 16.7410313398
768 750 17.5368617958
768 500 10.64453125
768 250 3.08493589744
768 200 5.18663194444
768 150 3.16840277778
768 125 1.96242559524
768 100 1.171875
768 75 0.625
768 50 0.390625
768 25 0.0651041666667

640 5000 56.9640664877
640 4750 55.5331620162
640 4500 53.270620144
640 4250 52.4419742153
640 4000 49.3665337229
640 3750 49.4516162888
640 3500 47.0954605452
640 3250 46.1592366858
640 3000 44.0069685282
640 2750 42.7206770059
640 2500 39.5911575697
640 2250 37.4210710945
640 2000 34.1189531734
640 1750 30.8962856448
640 1500 27.7003251445
640 1250 23.2015572742
640 1000 19.5827862395
640 750 14.94140625
640 500 8.97592905405
640 250 3.70192307692
640 200 6.22395833333
640 150 2.97554347826
640 125 2.19791666667
640 100 1.640625
640 75 0.9375
640 50 0.46875
640 25 0.078125

512 5000 62.7537589123
512 4750 61.4075060479
512 4500 59.0785905684
512 4250 58.375904014
512 4000 55.418015426
512 3750 55.2618718724
512 3500 52.9051095435
512 3250 52.0243418971
512 3000 49.844608866
512 2750 48.6316231817
512 2500 45.4945958647
512 2250 43.3610009105
512 2000 39.7103699733
512 1750 36.4695293375
512 1500 32.6441161444
512 1250 28.3848838993
512 1000 23.5389046717
512 750 18.4007466133
512 500 16.2798713235
512 250 5.01302083333
512 200 5.49172794118
512 150 4.07366071429
512 125 2.94363839286
512 100 2.4609375
512 75 1.5625
512 50 0.5859375
512 25 0.1953125

384 5000 69.6441166688
384 4750 68.3909969197
384 4500 66.0790437143
384 4250 65.5781285411
384 4000 62.4129350653
384 3750 62.6518066095
384 3500 60.1254963652
384 3250 59.5196597776
384 3000 57.3574090635
384 2750 56.2893968157
384 2500 53.098416163
384 2250 51.0035763464
384 2000 47.2290300634
384 1750 43.9463207504
